,Unique ID,Date Taken (America/New_York),Time Taken (America/New_York),Time Spent,Q1 - Which Title Best Fits your Current Role?,Q2 - Did you switch careers into Data?,Q3 - Average Salary (in USD),Q4 - What Industry do you work in?,Q5 - Favorite Programming Language,Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Q10 - Current Age,Q11 - Which Country do you live in?,Q12 - Highest Level of Education,Q13 - Ethnicity
464,62a5a124cec54911e9cd29f5,6/12/2022,4:17,0:01:57,Data Analyst,Yes,95.5,Finance,Python,3.0,3.0,4.0,4.0,4.0,4.0,Difficult,Good Culture,Male,47,India,Masters,American Indian or Alaska Native
465,62a5a44b24a26260273af0fc,6/12/2022,4:31,0:01:34,Data Analyst,Yes,75.5,Others,Others,4.0,5.0,4.0,5.0,4.0,4.0,Difficult,Others,Male,27,United States,Masters,Asian or Asian American
466,62a5a931cec54911e9cd3333,6/12/2022,4:52,0:03:19,Data Analyst,No,20.0,Healthcare,Python,6.0,7.0,8.0,7.0,6.0,7.0,Neither easy nor difficult,Better Salary,Male,26,India,Bachelors,Asian or Asian American
467,62a5bea05d257a28a3106f7e,6/12/2022,6:23,0:01:41,Data Analyst,No,20.0,Finance,Python,2.0,3.0,2.0,5.0,5.0,6.0,Neither easy nor difficult,Remote Work,Female,35,India,Masters,Asian or Asian American
468,62a5c571575fa3a5ae8baaa1,6/12/2022,6:52,0:01:11,Data Analyst,Yes,95.5,Education,Python,0.0,1.0,1.0,0.0,0.0,0.0,Neither easy nor difficult,Good Culture,Male,31,United States,Masters,Hispanic or Latino
469,62a5cb12cf25554317330d69,6/12/2022,7:16,0:03:44,Data Analyst,Yes,20.0,Education,Python,2.0,1.0,2.0,3.0,4.0,3.0,Difficult,Remote Work,Male,25,Others,Bachelors,Black or African American
470,62a5cba2575fa3a5ae8bb122,6/12/2022,7:18,0:02:11,Data Engineer,Yes,75.5,Real Estate,Python,3.0,10.0,8.0,8.0,10.0,10.0,Easy,Remote Work,Male,27,United States,Bachelors,White or Caucasian
471,62a5d350f3072dd892652c70,6/12/2022,7:51,0:01:57,Data Analyst,Yes,53.0,Tech,Python,5.0,8.0,3.0,2.0,4.0,8.0,Neither easy nor difficult,Good Culture,Male,32,Others,Bachelors,White or Caucasian
472,62a5db29cf2555431733248f,6/12/2022,8:25,0:02:42,Student/Looking/None,Yes,20.0,Real Estate,Python,0.0,3.0,3.0,3.0,3.0,6.0,Difficult,Good Work/Life Balance,Male,47,Others,Bachelors,White or Caucasian
473,62a5e69f24a26260273b42bf,6/12/2022,9:14,0:01:31,Others,No,75.5,Finance,Python,0.0,10.0,10.0,5.0,0.0,0.0,Neither easy nor difficult,Good Work/Life Balance,Female,30,United States,Masters,Asian or Asian American
474,62a5ea667dc029e2d66f153d,6/12/2022,9:30,0:01:52,Data Analyst,Yes,115.5,Others,Python,8.0,6.0,6.0,7.0,9.0,10.0,Easy,Better Salary,Female,35,United States,Masters,Black or African American
475,62a5ebe05d257a28a310ac53,6/12/2022,9:36,0:02:16,Data Analyst,Yes,53.0,Finance,Python,6.0,9.0,5.0,7.0,8.0,9.0,Difficult,Remote Work,Male,25,United States,High School,Hispanic or Latino
476,62a5edb2575fa3a5ae8bdba5,6/12/2022,9:44,0:03:02,Others,No,75.5,Others,Python,3.0,6.0,6.0,6.0,6.0,6.0,Neither easy nor difficult,Better Salary,Male,27,United States,Bachelors,White or Caucasian
477,62a5edba0a77c1a77f68f1b5,6/12/2022,9:44,0:01:20,Data Analyst,Yes,53.0,Healthcare,R,1.0,5.0,3.0,3.0,6.0,5.0,Difficult,Remote Work,Female,27,United States,Masters,Black or African American
478,62a5f332bc6861bf3179f631,6/12/2022,10:07,0:01:52,Student/Looking/None,No,20.0,Others,Python,1.0,8.0,8.0,1.0,3.0,7.0,Very Easy,Better Salary,Female,23,India,Masters,Asian or Asian American
479,62a5f872bae91e4b8b861e53,6/12/2022,10:30,0:02:10,Data Scientist,No,53.0,Others,Python,9.0,10.0,10.0,10.0,10.0,10.0,Neither easy nor difficult,Good Culture,Male,18,United States,Bachelors,White or Caucasian
480,62a609b8f8f75616458875b7,6/12/2022,11:43,0:01:42,Data Analyst,Yes,20.0,Healthcare,Python,8.0,10.0,9.0,6.0,8.0,9.0,Easy,Remote Work,Female,28,Others,Masters,Hispanic or Latino
481,62a609c4bc6861bf317a10a3,6/12/2022,11:44,0:01:20,Others,Yes,137.5,Healthcare,Python,7.0,6.0,8.0,8.0,8.0,7.0,Easy,Remote Work,Male,28,United States,Bachelors,White or Caucasian
482,62a61076f8f7561645887ded,6/12/2022,12:12,0:01:35,Student/Looking/None,No,20.0,Others,Python,0.0,0.0,0.0,0.0,0.0,0.0,Easy,Good Work/Life Balance,Female,26,United States,Bachelors,American Indian or Alaska Native
483,62a615fd18134ddc75d1f1fa,6/12/2022,12:36,0:01:57,Student/Looking/None,No,20.0,Education,Python,0.0,0.0,3.0,0.0,0.0,8.0,Difficult,Better Salary,Male,27,Others,Bachelors,Black or African American
484,62a617c30a77c1a77f6925fc,6/12/2022,12:43,0:02:48,Data Analyst,No,53.0,Tech,Python,9.0,7.0,9.0,10.0,10.0,10.0,Neither easy nor difficult,Good Work/Life Balance,Female,22,India,Masters,Asian or Asian American
485,62a618a9d8c00e9f541d3537,6/12/2022,12:47,0:01:56,Data Analyst,Yes,20.0,Tech,R,0.0,8.0,7.0,6.0,3.0,9.0,Very Difficult,Better Salary,Male,27,United States,High School,White or Caucasian
486,62a61eb02e54c9003e5697f7,6/12/2022,13:13,0:01:43,Data Engineer,Yes,20.0,Others,Python,5.0,7.0,6.0,8.0,7.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,28,India,Bachelors,Asian or Asian American
487,62a6246df3072dd892659218,6/12/2022,13:37,0:01:46,Data Analyst,Yes,20.0,Tech,Python,3.0,2.0,4.0,3.0,3.0,3.0,Neither easy nor difficult,Better Salary,Male,25,Others,High School,Black or African American
488,62a62a7124a26260273b94fa,6/12/2022,14:03,0:01:52,Data Analyst,No,20.0,Healthcare,Python,2.0,6.0,6.0,7.0,7.0,9.0,Difficult,Better Salary,Male,32,United Kingdom,Bachelors,Hispanic or Latino
489,62a631782e54c9003e56ac36,6/12/2022,14:33,0:10:34,Student/Looking/None,Yes,20.0,Finance,Others,7.0,9.0,10.0,10.0,3.0,4.0,Easy,Remote Work,Male,33,Others,Bachelors,White or Caucasian
490,62a633b4d8c00e9f541d54a4,6/12/2022,14:43,0:02:53,Data Analyst,No,53.0,Others,Python,5.0,6.0,5.0,2.0,3.0,3.0,Easy,Remote Work,Male,23,Canada,Masters,Black or African American
491,62a639e05d257a28a3110ef5,6/12/2022,15:09,0:01:49,Student/Looking/None,Yes,20.0,Finance,R,4.0,5.0,4.0,4.0,5.0,6.0,Neither easy nor difficult,Remote Work,Female,40,Others,Bachelors,Black or African American
492,62a642690f8c8599d5b2ab37,6/12/2022,15:45,0:02:39,Data Analyst,Yes,53.0,Others,Python,7.0,9.0,9.0,9.0,7.0,9.0,Easy,Better Salary,Female,28,United Kingdom,Bachelors,Asian or Asian American
493,62a64b4dd8c00e9f541d6d81,6/12/2022,16:23,0:03:50,Data Analyst,No,20.0,Real Estate,R,3.0,7.0,8.0,6.0,6.0,9.0,Difficult,Remote Work,Male,26,Others,High School,Black or African American
494,62a64c6ecf2555431733a7a4,6/12/2022,16:28,0:03:59,Others,Yes,20.0,Tech,Python,3.0,5.0,5.0,4.0,3.0,2.0,Difficult,Better Salary,Female,24,India,Bachelors,Asian or Asian American
495,62a654165d257a28a3112ac9,6/12/2022,17:01,0:02:04,Others,Yes,95.5,Finance,Python,7.0,5.0,5.0,8.0,8.0,8.0,Neither easy nor difficult,Remote Work,Female,40,United States,Associates,Other (Please Specify):Bi-racial people should be able to check 2 options in 2022. 
496,62a65618d8c00e9f541d783a,6/12/2022,17:09,0:01:46,Data Analyst,Yes,75.5,Others,Python,8.0,10.0,10.0,10.0,7.0,9.0,Neither easy nor difficult,Better Salary,Male,26,United States,Bachelors,Black or African American
497,62a65db824a26260273bc9ff,6/12/2022,17:42,0:02:29,Data Scientist,Yes,53.0,Others,Python,8.0,8.0,10.0,10.0,10.0,10.0,Easy,Good Culture,Female,44,United Kingdom,Bachelors,White or Caucasian
498,62a66558cf2555431733c0f9,6/12/2022,18:14,0:01:58,Others,Yes,75.5,Others,Python,7.0,9.0,8.0,8.0,6.0,6.0,Neither easy nor difficult,Better Salary,Male,36,United States,Masters,White or Caucasian
499,62a6772c18134ddc75d25895,6/12/2022,19:30,0:01:37,Others,Yes,20.0,Others,Python,1.0,5.0,10.0,10.0,8.0,10.0,Neither easy nor difficult,Better Salary,Male,30,Others,Bachelors,Hispanic or Latino
500,62a68f1e0a77c1a77f69a381,6/12/2022,21:13,0:04:36,Others,Yes,20.0,Others,Python,3.0,3.0,3.0,2.0,2.0,2.0,Very Easy,Good Work/Life Balance,Male,48,Others,Masters,Other (Please Specify):Melayu
501,62a6a11a0a77c1a77f69b7cb,6/12/2022,22:29,0:03:16,Data Analyst,Yes,53.0,Construction,Others,1.0,4.0,1.0,2.0,2.0,3.0,Easy,Better Salary,Female,30,Canada,Masters,Asian or Asian American
502,62a6ac1524a26260273c1cd0,6/12/2022,23:16,0:04:53,Others,No,20.0,Telecommunication,Python,3.0,8.0,8.0,5.0,3.0,5.0,Difficult,Better Salary,Male,28,India,Bachelors,Other (Please Specify):Dravidian
503,62a6b0790a77c1a77f69cb15,6/12/2022,23:35,0:01:58,Others,No,20.0,Tech,Python,5.0,8.0,7.0,7.0,3.0,2.0,Difficult,Better Salary,Male,25,India,Bachelors,Other (Please Specify):Indian
504,62a6bc6a18134ddc75d2a726,6/13/2022,0:26,0:01:30,Others,No,115.5,Tech,Others,6.0,5.0,4.0,4.0,3.0,4.0,Easy,Better Salary,Male,24,United States,Masters,American Indian or Alaska Native
505,62a6c3d9cec54911e9ce7669,6/13/2022,0:58,0:02:51,Data Analyst,Yes,53.0,Others,Python,5.0,10.0,7.0,7.0,4.0,8.0,Easy,Better Salary,Male,31,United States,Bachelors,Black or African American
506,62a6d037cec54911e9ce862a,6/13/2022,1:50,0:01:47,Data Engineer,No,20.0,Real Estate,Python,3.0,3.0,8.0,9.0,5.0,3.0,Easy,Better Salary,Male,23,United Kingdom,Bachelors,Other (Please Specify):arab
507,62a6d2532e54c9003e575d9c,6/13/2022,1:59,0:03:06,Data Analyst,No,53.0,Others,Others,1.0,4.0,4.0,1.0,1.0,4.0,Easy,Good Culture,Female,48,United Kingdom,Masters,White or Caucasian
508,62a6dbcad8c00e9f541e1050,6/13/2022,2:40,0:01:00,Data Analyst,Yes,75.5,Healthcare,Python,6.0,9.0,8.0,8.0,8.0,7.0,Neither easy nor difficult,Better Salary,Male,28,United States,Bachelors,Black or African American
509,62a6e2815d257a28a311c8f9,6/13/2022,3:08,0:02:04,Data Analyst,Yes,53.0,Others,Python,5.0,7.0,7.0,7.0,7.0,7.0,Difficult,Better Salary,Male,32,United Kingdom,Masters,Hispanic or Latino
510,62a6ea03d8c00e9f541e3594,6/13/2022,3:40,0:04:45,Data Scientist,Yes,53.0,Finance,Python,5.0,7.0,7.0,4.0,5.0,7.0,Neither easy nor difficult,Better Salary,Male,30,Others,Bachelors,Asian or Asian American
511,62a7029ff8f7561645899bae,6/13/2022,5:25,0:03:29,Data Analyst,Yes,20.0,Others,Python,5.0,5.0,7.0,7.0,7.0,8.0,Neither easy nor difficult,Good Work/Life Balance,Male,32,Others,Masters,White or Caucasian
512,62a7047c24a26260273c9646,6/13/2022,5:33,0:01:50,Data Analyst,Yes,20.0,Tech,Python,0.0,3.0,0.0,1.0,0.0,0.0,Easy,Good Culture,Female,30,Others,Masters,Other (Please Specify):Asian
513,62a70b55cec54911e9cedd98,6/13/2022,6:03,0:02:49,Data Analyst,Yes,20.0,Others,Python,4.0,2.0,5.0,2.0,4.0,4.0,Neither easy nor difficult,Good Work/Life Balance,Female,35,Others,Masters,White or Caucasian
514,62a71930bae91e4b8b878b2b,6/13/2022,7:02,0:03:13,Student/Looking/None,Yes,20.0,Tech,R,,,,,,10.0,Easy,Remote Work,Female,38,United Kingdom,Masters,Black or African American
515,62a73a37f8d5efcc22fcb724,6/13/2022,9:23,0:01:09,Others,Yes,75.5,Others,Python,6.0,6.0,7.0,7.0,6.0,7.0,Easy,Good Culture,Female,30,United States,Masters,Asian or Asian American
516,62a73aa824a26260273d0172,6/13/2022,9:24,0:01:26,Data Analyst,Yes,53.0,Tech,Python,3.0,3.0,5.0,4.0,4.0,4.0,Neither easy nor difficult,Better Salary,Male,48,United States,Bachelors,White or Caucasian
517,62a73c5b0a77c1a77f6aba65,6/13/2022,9:32,0:01:26,Data Analyst,Yes,75.5,Finance,Others,5.0,8.0,5.0,5.0,5.0,4.0,Easy,Remote Work,Male,32,Canada,Masters,Asian or Asian American
518,62a749ebd8c00e9f541efa36,6/13/2022,10:30,0:01:12,Others,Yes,53.0,Telecommunication,Python,4.0,5.0,4.0,5.0,5.0,6.0,Difficult,Good Work/Life Balance,Male,27,India,Bachelors,American Indian or Alaska Native
519,62a74e28b4da29969c681108,6/13/2022,10:48,0:01:34,Others,No,53.0,Tech,Python,7.0,9.0,5.0,6.0,6.0,7.0,Easy,Others,Male,27,United Kingdom,Masters,White or Caucasian
520,62a758185d257a28a312bc94,6/13/2022,11:30,0:02:45,Student/Looking/None,No,20.0,Finance,Python,8.0,7.0,6.0,7.0,8.0,10.0,Neither easy nor difficult,Remote Work,Male,24,Others,Bachelors,Other (Please Specify):African
521,62a75a5418134ddc75d3d2f1,6/13/2022,11:40,0:00:43,Data Scientist,Yes,187.5,Finance,R,9.0,9.0,9.0,9.0,8.0,8.0,Difficult,Better Salary,Male,42,United States,PhD,Asian or Asian American
522,62a75ed0f8f75616458a5d1a,6/13/2022,11:59,0:02:58,Others,No,53.0,Tech,Python,8.0,6.0,6.0,8.0,7.0,8.0,Neither easy nor difficult,Better Salary,Male,24,United States,Bachelors,Hispanic or Latino
523,62a75f1b575fa3a5ae8e0010,6/13/2022,12:00,0:01:08,Database Developer,Yes,20.0,Tech,Python,5.0,9.0,7.0,7.0,6.0,9.0,Easy,Better Salary,Male,23,India,Bachelors,Asian or Asian American
524,62a764ffd8c00e9f541f3cc3,6/13/2022,12:25,0:01:21,Data Analyst,No,20.0,Tech,Python,7.0,9.0,8.0,8.0,4.0,2.0,Neither easy nor difficult,Better Salary,Male,26,India,Bachelors,Asian or Asian American
525,62a76c962e54c9003e588661,6/13/2022,12:57,0:02:01,Data Analyst,No,53.0,Others,Others,5.0,6.0,6.0,2.0,2.0,3.0,Neither easy nor difficult,Better Salary,Male,32,Others,Bachelors,Black or African American
526,62a772da575fa3a5ae8e2a4a,6/13/2022,13:24,0:02:52,Others,No,20.0,Telecommunication,Python,4.0,3.0,2.0,0.0,0.0,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,35,Others,Bachelors,White or Caucasian
527,62a7738a2e54c9003e589598,6/13/2022,13:27,0:01:18,Data Analyst,Yes,115.5,Healthcare,Python,4.0,3.0,4.0,2.0,2.0,2.0,Easy,Good Work/Life Balance,Male,41,United States,High School,White or Caucasian
528,62a77967f8d5efcc22fd4c81,6/13/2022,13:52,0:00:59,Others,No,53.0,Education,Python,4.0,9.0,8.0,8.0,6.0,7.0,Neither easy nor difficult,Better Salary,Male,25,United States,Masters,White or Caucasian
529,62a77a37f8d5efcc22fd4e47,6/13/2022,13:56,0:01:04,Data Analyst,Yes,20.0,Construction,Python,0.0,0.0,0.0,0.0,0.0,0.0,Very Difficult,Better Salary,Female,28,United States,Masters,Asian or Asian American
530,62a77cb7b4da29969c68743a,6/13/2022,14:06,0:00:50,Data Analyst,Yes,53.0,Agriculture,Python,3.0,6.0,5.0,5.0,5.0,6.0,Neither easy nor difficult,Better Salary,Male,29,United States,Bachelors,White or Caucasian
531,62a78743f8f75616458ab6bb,6/13/2022,14:51,0:01:30,Student/Looking/None,No,20.0,Telecommunication,Python,8.0,10.0,6.0,7.0,8.0,8.0,Neither easy nor difficult,Better Salary,Male,19,United States,High School,White or Caucasian
532,62a789015d257a28a3132977,6/13/2022,14:59,0:01:25,Data Analyst,Yes,53.0,Others,Python,5.0,6.0,9.0,6.0,7.0,10.0,Neither easy nor difficult,Better Salary,Male,27,India,Bachelors,Asian or Asian American
533,62a78f3bf408bae018f2ef51,6/13/2022,15:25,0:01:33,Student/Looking/None,Yes,20.0,Finance,Python,8.0,9.0,9.0,7.0,8.0,8.0,Neither easy nor difficult,Better Salary,Male,25,Others,Bachelors,White or Caucasian
534,62a7988bbae91e4b8b88b8ee,6/13/2022,16:05,0:01:46,Data Analyst,Yes,53.0,Others,Python,6.0,10.0,10.0,10.0,10.0,8.0,Difficult,Better Salary,Female,26,Canada,Masters,Asian or Asian American
535,62a79c9c2e54c9003e58f0d5,6/13/2022,16:22,0:02:42,Data Analyst,Yes,20.0,Healthcare,Python,3.0,4.0,5.0,5.0,4.0,5.0,Difficult,Good Work/Life Balance,Male,25,Others,Bachelors,White or Caucasian
536,62a7b0ae0f8c8599d5b51cd0,6/13/2022,17:48,0:00:50,Data Analyst,Yes,20.0,Others,Python,6.0,6.0,9.0,9.0,10.0,10.0,Neither easy nor difficult,Remote Work,Male,25,Others,Bachelors,White or Caucasian
537,62a7b283f8d5efcc22fdc189,6/13/2022,17:56,0:01:57,Data Analyst,Yes,20.0,Healthcare,R,2.0,3.0,4.0,3.0,3.0,5.0,Neither easy nor difficult,Good Work/Life Balance,Male,26,Others,Bachelors,Black or African American
538,62a7b296f8d5efcc22fdc1ef,6/13/2022,17:56,0:01:07,Data Analyst,Yes,137.5,Education,Python,8.0,8.0,7.0,6.0,7.0,9.0,Neither easy nor difficult,Good Culture,Male,35,United States,Bachelors,White or Caucasian
539,62a7bd0e5d257a28a313855c,6/13/2022,18:41,0:01:23,Data Analyst,Yes,95.5,Others,Python,6.0,7.0,7.0,6.0,7.0,6.0,Difficult,Remote Work,Male,29,United States,Masters,Black or African American
540,62a7be5e5d257a28a313876a,6/13/2022,18:46,0:01:45,Data Analyst,Yes,95.5,Tech,Python,7.0,6.0,5.0,4.0,3.0,6.0,Neither easy nor difficult,Better Salary,Female,41,United States,Associates,Hispanic or Latino
541,62a7ce44575fa3a5ae8ece5f,6/13/2022,19:54,0:01:15,Student/Looking/None,No,20.0,Education,Python,0.0,6.0,4.0,5.0,2.0,4.0,Very Difficult,Remote Work,Female,22,United States,Bachelors,Hispanic or Latino
542,62a7e1380f8c8599d5b55fcf,6/13/2022,21:15,0:02:30,Data Analyst,Yes,75.5,Healthcare,Others,2.0,6.0,6.0,4.0,3.0,3.0,Difficult,Better Salary,Male,35,United States,Bachelors,Hispanic or Latino
543,62a7e2d024a26260273e4448,6/13/2022,21:22,0:02:04,Data Analyst,Yes,75.5,Finance,Python,4.0,3.0,4.0,4.0,4.0,6.0,Very Difficult,Better Salary,Male,30,Others,Bachelors,Asian or Asian American
544,62a7ed9c0f8c8599d5b57132,6/13/2022,22:08,0:01:13,Data Engineer,No,187.5,Real Estate,Python,4.0,6.0,3.0,2.0,3.0,3.0,Neither easy nor difficult,Good Culture,Male,37,Canada,Bachelors,Asian or Asian American
545,62a7f09a0f8c8599d5b57526,6/13/2022,22:21,0:03:15,Data Analyst,Yes,75.5,Others,Python,6.0,7.0,7.0,5.0,5.0,9.0,Difficult,Better Salary,Female,28,United States,Masters,Black or African American
546,62a7fb02f8d5efcc22fe2486,6/13/2022,23:05,0:00:58,Data Analyst,No,95.5,Real Estate,Python,7.0,5.0,6.0,6.0,4.0,6.0,Neither easy nor difficult,Good Culture,Male,23,United States,High School,White or Caucasian
547,62a816907dc029e2d6725a33,6/14/2022,1:03,0:01:54,Student/Looking/None,No,20.0,Finance,Python,3.0,4.0,8.0,5.0,5.0,3.0,Neither easy nor difficult,Better Salary,Male,26,United States,High School,Asian or Asian American
548,62a84764bc6861bf317d7b86,6/14/2022,4:31,0:01:22,Data Analyst,No,75.5,Others,Python,2.0,4.0,4.0,3.0,4.0,4.0,Neither easy nor difficult,Good Work/Life Balance,Male,25,Others,Bachelors,Native Hawaiian or other Pacific Islander
549,62a84f9af408bae018f41e34,6/14/2022,5:06,0:01:27,Data Analyst,No,20.0,Tech,Python,0.0,1.0,2.0,1.0,1.0,1.0,Neither easy nor difficult,Remote Work,Male,23,India,Bachelors,Asian or Asian American
550,62a85803f8d5efcc22fea92f,6/14/2022,5:42,0:02:53,Student/Looking/None,Yes,20.0,Others,Others,0.0,1.0,0.0,0.0,0.0,0.0,Neither easy nor difficult,Good Culture,Male,53,Others,Bachelors,Black or African American
551,62a8592f7dc029e2d672c0a8,6/14/2022,5:47,0:01:37,Data Engineer,Yes,20.0,Tech,Python,4.0,6.0,6.0,3.0,7.0,9.0,Neither easy nor difficult,Better Salary,Female,33,Others,Bachelors,White or Caucasian
552,62a8643bcec54911e9d14297,6/14/2022,6:34,0:04:29,Student/Looking/None,Yes,20.0,Finance,R,3.0,5.0,5.0,4.0,5.0,6.0,Difficult,Better Salary,Male,39,Others,High School,Black or African American
553,62a8665c5d257a28a31474f7,6/14/2022,6:43,0:01:05,Data Analyst,Yes,20.0,Healthcare,Others,6.0,7.0,5.0,7.0,7.0,9.0,Difficult,Better Salary,Female,22,United Kingdom,Bachelors,White or Caucasian
554,62a868c5cf2555431737094b,6/14/2022,6:53,0:01:34,Data Analyst,No,53.0,Finance,Python,4.0,7.0,7.0,7.0,5.0,5.0,Easy,Better Salary,Male,24,Others,Bachelors,White or Caucasian
555,62a88e9ff8d5efcc22ff1eb6,6/14/2022,9:35,0:01:36,Data Architect,No,95.5,Others,Python,5.0,1.0,3.0,1.0,4.0,5.0,Difficult,Good Work/Life Balance,Male,31,Canada,High School,White or Caucasian
556,62a89e365d257a28a314fd36,6/14/2022,10:41,0:00:53,Data Analyst,Yes,20.0,Others,Python,0.0,0.0,0.0,0.0,0.0,0.0,Very Difficult,Better Salary,Male,25,Others,Bachelors,Asian or Asian American
557,62a8b6ffbae91e4b8b8aa5c2,6/14/2022,12:27,0:02:07,Student/Looking/None,No,20.0,Tech,R,4.0,7.0,7.0,6.0,6.0,6.0,Neither easy nor difficult,Better Salary,Male,25,India,Bachelors,Asian or Asian American
558,62a8bf9e575fa3a5ae907617,6/14/2022,13:04,0:02:07,Data Analyst,No,20.0,Tech,Python,3.0,4.0,4.0,4.0,2.0,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,23,India,Bachelors,Asian or Asian American
559,62a8cd29bc6861bf317ea9a2,6/14/2022,14:02,0:01:56,Others,Yes,53.0,Others,Others,6.0,7.0,7.0,7.0,7.0,6.0,Neither easy nor difficult,Others,Male,23,India,Bachelors,Asian or Asian American
560,62a8f477f408bae018f5869d,6/14/2022,16:49,0:01:35,Data Analyst,No,95.5,Healthcare,Python,8.0,9.0,8.0,8.0,8.0,9.0,Difficult,Better Salary,Male,40,United States,High School,White or Caucasian
561,62a8fcf5cf25554317384604,6/14/2022,17:26,0:02:02,Data Analyst,No,53.0,Others,C/C++,5.0,6.0,6.0,2.0,0.0,4.0,Neither easy nor difficult,Better Salary,Male,29,United States,Bachelors,Hispanic or Latino
562,62a8fe9abc6861bf317f0c01,6/14/2022,17:33,0:03:16,Data Analyst,Yes,20.0,Tech,Python,1.0,7.0,5.0,5.0,4.0,4.0,Difficult,Better Salary,Male,28,India,Bachelors,Other (Please Specify):South Indian 
563,62a9024d18134ddc75d6e76d,6/14/2022,17:49,0:01:44,Data Analyst,Yes,20.0,Healthcare,R,3.0,6.0,6.0,4.0,6.0,3.0,Very Easy,Better Salary,Female,28,United Kingdom,Masters,Black or African American
564,62a95253bae91e4b8b8b91d9,6/14/2022,23:30,0:01:02,Student/Looking/None,Yes,20.0,Telecommunication,Python,0.0,3.0,3.0,4.0,5.0,5.0,Difficult,Good Work/Life Balance,Female,26,India,Masters,Asian or Asian American
565,62a960567dc029e2d6749dd8,6/15/2022,0:30,0:02:43,Data Engineer,No,53.0,Construction,Python,6.0,8.0,8.0,5.0,5.0,5.0,Neither easy nor difficult,Better Salary,Male,30,Others,Masters,White or Caucasian
566,62a9612bf8d5efcc22007c09,6/15/2022,0:33,0:01:26,Data Analyst,Yes,75.5,Education,Others,5.0,9.0,7.0,9.0,8.0,9.0,Neither easy nor difficult,Better Salary,Male,27,Others,Bachelors,Asian or Asian American
567,62a962380f8c8599d5b7e3fb,6/15/2022,0:38,0:01:24,Data Analyst,Yes,20.0,Others,Others,2.0,0.0,5.0,3.0,0.0,3.0,Very Difficult,Remote Work,Male,28,Others,Bachelors,Black or African American
568,62a993537dc029e2d674e9b5,6/15/2022,4:07,0:02:08,Data Analyst,No,75.5,Education,Python,3.0,3.0,5.0,3.0,3.0,4.0,Neither easy nor difficult,Good Work/Life Balance,Female,38,Others,Masters,Black or African American
569,62a9bb81bc6861bf3180079c,6/15/2022,6:59,0:01:56,Data Analyst,No,20.0,Finance,Python,2.0,6.0,5.0,5.0,6.0,6.0,Easy,Good Culture,Male,22,Others,Bachelors,White or Caucasian
570,62a9c880f408bae018f6aa1b,6/15/2022,7:54,0:01:32,Data Analyst,Yes,95.5,Others,Python,7.0,8.0,9.0,9.0,9.0,9.0,Difficult,Better Salary,Male,34,United States,Bachelors,Hispanic or Latino
571,62a9e206f3072dd8926bce70,6/15/2022,9:43,0:02:07,Data Analyst,No,20.0,Tech,Python,3.0,8.0,8.0,5.0,7.0,9.0,Easy,Better Salary,Male,26,Others,Bachelors,Asian or Asian American
572,62a9f0172e54c9003e5cdc25,6/15/2022,10:43,0:01:06,Data Analyst,Yes,75.5,Tech,Python,5.0,9.0,7.0,7.0,8.0,9.0,Neither easy nor difficult,Better Salary,Female,26,Canada,Bachelors,Asian or Asian American
573,62a9f8a4cf2555431739d694,6/15/2022,11:20,0:01:23,Data Engineer,No,75.5,Education,Python,10.0,10.0,10.0,9.0,9.0,10.0,Difficult,Remote Work,Male,25,Others,Bachelors,Other (Please Specify):Greek
574,62aa121dcec54911e9d446cc,6/15/2022,13:08,0:03:23,Data Scientist,Yes,137.5,Tech,Python,5.0,3.0,7.0,4.0,5.0,3.0,Easy,Others,Male,34,United States,Bachelors,Black or African American
575,62aa1734f3072dd8926c4168,6/15/2022,13:30,0:03:51,Others,Yes,53.0,Finance,Others,7.0,10.0,10.0,10.0,4.0,5.0,Neither easy nor difficult,Good Work/Life Balance,Female,32,Others,Bachelors,Hispanic or Latino
576,62aa21e218134ddc75d8be11,6/15/2022,14:16,0:01:15,Student/Looking/None,No,20.0,Construction,R,2.0,2.0,2.0,2.0,2.0,2.0,Difficult,Better Salary,Male,24,United States,Associates,Black or African American
577,62aa29852e54c9003e5d50b5,6/15/2022,14:48,0:06:20,Data Engineer,Yes,20.0,Tech,Python,7.0,3.0,3.0,2.0,5.0,9.0,Difficult,Better Salary,Male,26,Others,Bachelors,Hispanic or Latino
578,62aa2f44bc6861bf3180fd06,6/15/2022,15:13,0:02:00,Data Analyst,Yes,53.0,Telecommunication,Others,4.0,7.0,5.0,6.0,4.0,6.0,Difficult,Better Salary,Female,32,Others,Masters,Black or African American
579,62aa3454bae91e4b8b8d3249,6/15/2022,15:34,0:02:24,Data Scientist,No,53.0,Tech,R,5.0,1.0,7.0,1.0,1.0,2.0,Neither easy nor difficult,Good Work/Life Balance,Male,40,Others,Masters,White or Caucasian
